DATE,JOB POSITION,SENIORITY,INDUSTRY SECTOR,AMOUNT,PROMO CODE,TICKET CLASS,REFERRAL CHANNEL,,,,,,,,,,
2/26/2025,Sr. Account Director,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/26/2025,Account Director,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/26/2025,Sr Director of Marketing & eCommerce,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,eCommerce Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Product Delivery Manager,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Assistant Trade Marketing Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,CMO,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,General Manager,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Full-Stack Developper,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/26/2025,Frontend Developer,Independent Contributor/Specialist,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/26/2025,UX & Web Design,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/26/2025,President,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Buyer,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,VP,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Work Horse,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Controller,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,CEO,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Cofounder,President/Founder/Owner/Chairperson,Technology Partner,$84.75,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Co-Founder,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,Assistant Brand Manager,Manager/Senior Manager,Marketing Agency,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,CMO,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,LinkedIn,,,,,,,,,,
2/25/2025,Owner,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_06,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,VP Consulting Expert,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/25/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,Manager,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_05,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,CEO,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Business development officer,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,Founder,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,"Vice President, Business Development",C-Suite/SVP/VP/Director,Media,$859.65,DISC_15,Executive Pass II,LinkedIn,,,,,,,,,,
2/25/2025,Digital Content Creator,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Senior Director CX,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/25/2025,Business Consulting Manager,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,CEO,President/Founder/Owner/Chairperson,Marketing Agency,$84.75,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,CEO & Data Scientist,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,CTO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Co-founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Founder & Product Manager,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/25/2025,Senior Account & Sales Manager,Manager/Senior Manager,Marketing Agency,"$1,011.35",ORGANIC,Executive Pass II,Email,,,,,,,,,,
2/25/2025,Marketing Manager,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,EVP Integrated Media,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,"Director, Client Solutions",C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,SAP Strategy Executive,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/25/2025,CEO/Co-founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,Sr Manager Research and insights,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
2/25/2025,General Manager,President/Founder/Owner/Chairperson,Marketing Agency,$716.14,DISC_25,Executive Pass I,Email,,,,,,,,,,
2/25/2025,CEO,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/25/2025,Senior Marketing Manager,Independent Contributor/Specialist,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,VP Brand Partnerships,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Fractional Marketing Director,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Customer Success Manager,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/25/2025,Chief Evangelist,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/25/2025,Account Executive,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/25/2025,Paid Media Manager,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Head of Ecommerce & Growth,C-Suite/SVP/VP/Director,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,Field Marketing Specialist,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Head of Accessibility Innovation,C-Suite/SVP/VP/Director,Technology Partner,$84.75,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/25/2025,"Senior Manager, eCommerce Analytics",Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/25/2025,"Director, OmniChannel Customer Experience",C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/25/2025,"Director, Smartmail Marketing Solutions",C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Customer Success Manager,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Customer Success Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Customer Success Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Business Solutions Rep,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,"Agency Manager, Smartmail Marketing Solutions",Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Business Development Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Business Development Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Business Solutions Rep,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Customer Success Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/25/2025,Senior Manager - Loyalty Partnerships,Manager/Senior Manager,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/25/2025,Marketing and Communications Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/24/2025,Digital Marketing Manager,Manager/Senior Manager,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Marketing Communication Manager,Manager/Senior Manager,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/24/2025,Marketing Communication Specialist,Independent Contributor/Specialist,Retailer,$5.00,AFF_ALL_TIER2_05,Executive Pass II,Email,,,,,,,,,,
2/24/2025,CEO,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/24/2025,Managing Director,President/Founder/Owner/Chairperson,Consultancy,"$1,011.35",ORGANIC,Executive Pass II,LinkedIn,,,,,,,,,,
2/24/2025,BD Coordinator,Independent Contributor/Specialist,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/24/2025,Founder,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/24/2025,Marketing Director,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/24/2025,Marketing Director,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Enterprise Account Executive,Manager/Senior Manager,Marketing Agency,"$1,011.35",ORGANIC,Executive Pass II,LinkedIn,,,,,,,,,,
2/24/2025,Marketing Research Assistant,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,"Advisor, Promotion, Business Advisory",Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/24/2025,Senior Advisor,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/24/2025,Sales Development,Independent Contributor/Specialist,Technology Partner,"$1,576.35",ORGANIC,Executive Pass III,Email,,,,,,,,,,
2/24/2025,Digital Marketing Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Sr Design Lead,Manager/Senior Manager,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/24/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/24/2025,Consultant,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Account Manager,Manager/Senior Manager,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/24/2025,Marketing Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/24/2025,Marketing Specialist,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,"Director, Business Development and Marketing",Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Marketing Specialist,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Marketing Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/24/2025,Design Director,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,LinkedIn,,,,,,,,,,
2/23/2025,Business Development Representative,Independent Contributor/Specialist,Consultancy,$859.65,DISC_15,Executive Pass II,Email,,,,,,,,,,
2/23/2025,visual artist,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/23/2025,Sr. Business Development Manager,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/23/2025,Consultant,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/23/2025,ceo,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/23/2025,l3R3e8,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Data Scientist,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Head of AI Product,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,CEO,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Consultant,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Fintech Specialist,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,CEO / Creative Director,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Founder,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Founder,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/22/2025,Engineer,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,President,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,Chief Marketing Officer,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,Snr. Sales Executive,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/21/2025,Ecommerce Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/21/2025,Brand Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,"Junior Manager, Educational Program",Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,CEO and Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,LinkedIn,,,,,,,,,,
2/21/2025,Consultant,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,Founder,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,Co-Funder,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,COO,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,COO,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/21/2025,COO,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
